26259576,"26259576","jonnysun","jonnysunwrites@gmail.com","aliebn confuesed abot humamn lamgauge IM MAKING A BOOK CALLED EVERYONES A ALIEBN WHEN UR A ALIEBN TOO https://t.co/yVdzbxBs0L | @tinycarebot @tinydotblot","https://t.co/McS7Nohv0C",405935,1498,2714,"Tue Mar 24 15:42:07 +0000 2009",216067,1,28839,"en","{}",0,0,1,"jomny sun",0
38103536,"38103536","brendlewhat","","word fetishist","https://t.co/4SD34EigXV",30883,368,665,"Wed May 06 03:29:22 +0000 2009",0,0,53687,"en","{}",0,0,0,"brendle",0
25932708,"25932708","ingmarbirdman","Washington, DC","Huge Spiders, Very Big. SUSCRIBE!!!!!","http://t.co/CCSKuPxmQ7",8499,412,262,"Mon Mar 23 02:12:07 +0000 2009",3547,0,12791,"en","{}",0,0,0,"zachary",0
248796204,"248796204","ieatanddrink","Wisconsin","Laughapalooza cocreator. Clickhole Writer at Large. Comedy Central, NBC, Playboy, The Onion. Visit my shop https://t.co/90ef7QP46E for sprots shirts!","https://t.co/hW3VmQFX6d",54777,382,1027,"Mon Feb 07 19:00:26 +0000 2011",16712,0,3515,"en","{}",0,0,1,"Jacy Catlin",0
787709936,"787709936","Fred_Delicious","England, United Kingdom","Stoke-on-Trent's 753rd most influential person email - Fred_Delicious@hotmail.com",null,152124,508,2059,"Tue Aug 28 19:38:31 +0000 2012",36821,1,15652,"en","{}",1,0,1,"Fred Delicious",0
385412164,"385412164","famouscrab","sydney","welcome to my online web page",null,37999,660,676,"Wed Oct 05 13:16:03 +0000 2011",13901,0,3850,"en","{}",0,0,0,"famous crab 2016",0
116860256,"116860256","ConorTripler","Los Angeles","im from maine i'm from MAINE !!!!",null,25243,1186,614,"Tue Feb 23 20:11:32 +0000 2010",121028,0,17169,"en","{}",0,0,1,"Conor Tripler",0
44971719,"44971719","cat_beltane","Louisville, Kentucky","cats","https://t.co/cyVawTamOC",10793,127,355,"Fri Jun 05 19:23:28 +0000 2009",32146,0,16663,"en","{}",0,0,0,"Gregory Cat-Botherer",0
15414968,"15414968","axtang","","the worst thing to happen to anyone, ever.","https://t.co/WsXvyBWjGE",15569,96,172,"Sun Jul 13 14:14:18 +0000 2008",27028,0,15223,"en","{}",0,0,0,"que cera cera",0
427137686,"427137686","FakeCat_Fancy","","parody account",null,10905,7491,204,"Sat Dec 03 04:53:21 +0000 2011",270,0,263,"en","{}",0,0,0,"fake cat fancy",0
49708023,"49708023","leyawn","brooklyn","music: https://t.co/UmEkpXsxu8 art: https://t.co/I59EJL4HEZ patreon: https://t.co/ucenYQwdaN","https://t.co/UmEkpXsxu8",79774,949,1086,"Mon Jun 22 18:00:57 +0000 2009",48,1,16971,"en","{}",0,0,1,"leon",0
62414046,"62414046","dogboner","corn worm","",null,68453,116,1356,"Mon Aug 03 02:31:10 +0000 2009",8925,0,45807,"en","{}",0,0,1,"ooh he peein",0
4625687418,"4625687418","KyloR3n","Starkiller Base","ren's rights activist",null,829008,2,1,"Mon Dec 21 23:04:22 +0000 2015",977,0,433,"en","{}",1,0,0,"Emo Kylo Ren",0
83883736,"83883736","FakeAPStylebook","","Style tips for proper writing. contact: fakeapstylebook at gmail dot com. No submissions, please. All material copyright The Bureau Chiefs, LLC.","http://t.co/J4Q0layBzJ",326156,82,14040,"Tue Oct 20 17:06:49 +0000 2009",15,0,2295,"en","{}",0,0,0,"Fake AP Stylebook",0
262794965,"262794965","officialjaden","","https://t.co/SfjvCAXadD","https://t.co/0qVrcmPg9l",6182747,51,16913,"Tue Mar 08 19:41:06 +0000 2011",284,1,3550,"en","{}",0,0,0,"Jaden Smith",0
510770821,"510770821","coffee_dad","","just a dad who loves his coffee",null,164225,0,584,"Thu Mar 01 20:03:40 +0000 2012",863,0,1139,"en","{}",1,0,0,"coffee dad",0
448476934,"448476934","ProBirdRights","tree","Hello yes this is a bird i am a birdsrightsactivist and I fight against antibird sentiment. probirdrights@gmail.com","https://t.co/ZRaezC1sno",330930,136,1156,"Wed Dec 28 01:48:16 +0000 2011",99,0,918,"en","{}",0,0,0,"birdsrightsactivist",0
2983295300,"2983295300","nihilist_arbys","arby's","Officially, I have nothing to do with arby's. Unofficially, everything is nothing. nihilistarbys@gmail.com","http://t.co/Vv2y8l6sOv",274497,0,1438,"Wed Jan 14 22:33:08 +0000 2015",0,0,642,"en","{}",0,0,0,"Nihilist Arby's",0
119000092,"119000092","boring_as_heck","","writer. big time dumbass. listen to me on @RealGoodShow. hockey account: @hockeydipshit","https://t.co/2ILtSqRPkl",78886,1212,1614,"Tue Mar 02 10:44:52 +0000 2010",61826,1,44985,"en","{}",0,0,1,"stefan heck",0
95967290,"95967290","animaldrumss","","I got banned and I dont know exactly why but Im back now. you can buy my woodwork at https://t.co/dcYUY4mo3i",null,10565,136,90,"Thu Dec 10 19:34:14 +0000 2009",384,0,261,"en","{}",1,0,0,"Dark Mike F",0
267329349,"267329349","Lowenaffchen","Maſsachuſetts Bay Colony","writing in @curaffairs and @outline. music at brock winthrop. twitter at twitter","https://t.co/IFHWmfv1CL",36312,820,637,"Wed Mar 16 18:52:10 +0000 2011",58778,0,25249,"en","{}",0,0,1,"Alex Nichols",0
41875694,"41875694","lawblob","","Family Friendly Fun-Zone ™",null,56374,586,1216,"Fri May 22 18:53:42 +0000 2009",20279,0,16145,"en","{}",0,0,0,"lawblob",0
118507422,"118507422","bransonbranson","chicago","i wrote a book https://t.co/4Z2nBfRCng…",null,10101,423,271,"Sun Feb 28 22:21:15 +0000 2010",5406,0,35715,"en","{}",0,0,0,"Beautiful Soul, Kind",0
188124096,"188124096","UtilityLimb","marsh","","http://t.co/D7MkItdkqN",20923,83,533,"Wed Sep 08 00:02:50 +0000 2010",533,0,661,"en","{}",0,0,0,"bandit",0
3247502120,"3247502120","grawly","","","http://t.co/YSg1pT12jZ",206,0,0,"Wed Jun 17 04:59:56 +0000 2015",0,0,1,"en","{}",1,0,0,"GRAWLY",0
90055464,"90055464","Betelgeuse_3","The beyond","Let's turn on the juice and see what shakes loose. RIP ME (I'm retired from tweeting)","http://t.co/PUgwOIPfNN",13049,0,115,"Sun Nov 15 00:26:24 +0000 2009",0,0,260879,"en","{}",1,0,0,"Beetle Juice",1
541429153,"541429153","EnjoyTheFilm","Hollywood, CA","I love movies!","http://t.co/EVAMnaNitA",263,13,16,"Sat Mar 31 06:56:51 +0000 2012",0,0,452,"en","{}",0,0,0,"Enjoy The Film!",1
21870796,"21870796","Opportunitweets","","Opportunity is Knock... Tweeting!",null,1636,1770,18,"Wed Feb 25 14:33:47 +0000 2009",2,0,66824,"en","{}",0,0,0,"Opportunity Tweets",1
195370058,"195370058","kanyejordan","","This is what I do. I drop truth bombs.",null,2925,3,139,"Sun Sep 26 14:45:48 +0000 2010",0,0,708,"en","{}",1,0,0,"Kanye Jordan",1
82237859,"82237859","iaminigomontoya","Guilder","Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista","http://t.co/PNEHu0iLOs",7502,0,122,"Wed Oct 14 00:53:24 +0000 2009",1,0,108527,"en","{}",1,0,0,"Inigo Montoya",1
41784439,"41784439","AllTheCheeses","","",null,1325,1797,64,"Fri May 22 09:43:50 +0000 2009",0,0,18265,"en","{}",0,0,0,"All The Cheeses",1
632248594,"632248594","TheChocolateMoo","","I am a moose. I am made of chocolate.",null,32,17,2,"Tue Jul 10 19:24:33 +0000 2012",3,0,173,"en","{}",1,0,0,"TheChocolateMoose",1
51417900,"51417900","thedreamstream","IN UR HEAD WHEN U SLEEP","So we all love hearing about other ppls dreams, yah?! Well lets see what the whole world is dreaming!",null,239,344,15,"Sat Jun 27 11:48:52 +0000 2009",0,0,9347,"en","{}",0,0,0,"The Dream Stream",1
42805105,"42805105","swear_bot","Everywhere","I'm a robot tracking data for bad words. Don't mind me.","http://t.co/MhKNR4C7W7",369,1,16,"Wed May 27 03:29:10 +0000 2009",0,0,318279,"en","{}",0,0,0,"Swear_Bot",1
180240257,"180240257","Yoda_Bot","Dagobah, Star Wars","Add #Yoda to any tweet for a quote, or chat about characters in Star Wars. A twitter bot developed using Microsoft .NET by Michael Urvan at http://t.co/5AFtnH5C","http://t.co/tKXoB4Ellx",43721,165,681,"Thu Aug 19 04:08:06 +0000 2010",0,0,938563,"en","{}",0,0,0,"Jedi Master Yoda",1
551241346,"551241346","HellDudeREAL","HELL","Extremely powerful being, do not insult me. THIS IS A COMEDY ACCOUNT FOR COMEDY","http://t.co/eHeCXls6tJ",530,2,18,"Wed Apr 11 19:07:03 +0000 2012",2,0,298,"en","{}",0,0,0,"HELL DUDE",1
34961758,"34961758","randomRTBot","","I'm a Bot; I randomly retweet a tweet from the public timeline, and... that's just it.",null,119,0,11,"Fri Apr 24 16:00:47 +0000 2009",0,0,1761,"en","{}",1,0,0,"Random Retweet Bot",1
42503545,"42503545","AllOilPainting","United States","Welcome to http://t.co/OgGcZs9E0w. I hope to immerse you into a world all about Oil Painting. It can become a serious passion. I Love painting!","http://t.co/8r6a25Il6y",4856,2162,85,"Mon May 25 22:35:33 +0000 2009",0,0,1223,"en","{}",0,0,0,"Oil Painting",1
18197506,"18197506","Cardinal_Fang","","","http://t.co/HOLYQ5NoDS",255,1,28,"Wed Dec 17 19:44:50 +0000 2008",0,0,12821,"en","{}",1,0,0,"Cardinal_Fang",1
516047986,"516047986","pentametron","Stratford-upon-Internet","With algorithms subtle and discrete / I seek iambic writings to retweet.","http://t.co/yk15FkTz2X",23478,2,653,"Tue Mar 06 01:10:57 +0000 2012",120,0,59325,"en","{}",1,0,0,"Pentametron",1
14052388,"14052388","botanicalls","New York, NY","Giving plants a voice!","http://t.co/QPN05gn9z2",413,148,37,"Thu Feb 28 01:06:28 +0000 2008",0,0,22,"en","{}",0,0,0,"Botanicalls",1
68956490,"68956490","RedScareBot","Wisconsin","Joseph McCarthy claimed there were large numbers of Communists and Soviet spies and sympathizers inside the United States federal government and elsewhere.","http://t.co/PiQZ8cvNsS",14491,134,1229,"Wed Aug 26 11:37:30 +0000 2009",2923,0,2497530,"en","{}",0,0,0,"Robot J. McCarthy",1
8752222,"8752222","TheUniverse","Los Angeles","AKA @YACHT / @5everydayla / @terraformsf / computer book forthcoming @penguinrandom","https://t.co/tWgh9OkgkK",7325,456,202,"Sat Sep 08 21:12:31 +0000 2007",5109,1,3334,"en","{}",0,0,0,"₠",1
421571652,"421571652","StealthMountain","A sneaky peak","I alert twitter users that they typed sneak peak when they meant sneak peek. I live a sad life. https://t.co/wSy3p3oe","http://t.co/qMNjoemOlA",25375,0,288,"Sat Nov 26 03:40:26 +0000 2011",930,0,433153,"en","{}",1,0,0,"Stealth Mountain",1
266708392,"266708392","LogicalB0T","","Lt Cmdr 1st & Chief Science Officer aboard the USS Enterprise,Vulcanian Scientific Legion of Honor.I had a sehlat once.I miss it. Another b0t by @H0TMessBarbie",null,516,1,56,"Tue Mar 15 17:34:03 +0000 2011",676,0,29467,"en","{}",0,0,0,"Mr. Spock",1
276751732,"276751732","KingLeonidaz_","Sparta","This is Sparta!!! Retweet or Follow if you like. @adeaoi","https://t.co/IsKfRyPjNp",6207,1,45,"Mon Apr 04 00:55:25 +0000 2011",207,0,457888,"en","{}",1,0,0,"KingLeonidas",1
2842044927,"2842044927","nice_tips_bot","","hello, i am a robot that tweets little life tips // avi from The Wise Robot Will Answer Your Questions Now by @tomgauld // bot by @thricedotted","https://t.co/qGCGttmwIw",5387,0,178,"Thu Oct 23 17:37:54 +0000 2014",0,0,31751,"en","{}",0,0,0,"hi i have advice",1
3325527710,"3325527710","thinkpiecebot","","A bot by @NoraReed Patreon: https://t.co/f7OKH9MO9D Tip Jar: https://t.co/KOMoL6IrsM… FAQ: https://t.co/Z49vqlFP4x","https://t.co/Z49vqlFP4x",27750,65,592,"Sun Aug 23 03:09:38 +0000 2015",452,0,16244,"en","{}",0,0,0,"Thinkpiece Bot 🌹",1
1705052335,"1705052335","TwoHeadlines","The Bugle Planet","Comedy is when you take two headlines about different things and then confuse them. Updates hourly. // By @tinysubversions",null,7847,1,400,"Tue Aug 27 16:00:04 +0000 2013",8,0,27634,"en","{}",1,0,0,"Two Headlines",1
2434187744,"2434187744","accidental575","","I am a robot / that finds haiku on Twitter / made by accident","http://t.co/ezKdXVDFRv",3094,1,119,"Tue Apr 08 20:16:58 +0000 2014",9,0,1169,"en","{}",1,0,0,"Accidental Haiku",1
3327104705,"3327104705","censusAmericans","","Tweeting the census one real american at a time. http://t.co/85PJrd9oMH",null,9633,0,239,"Mon Jun 15 14:44:07 +0000 2015",0,0,13967,"en","{}",0,0,0,"censusAmericans",1
3366974463,"3366974463","autocompletejok","Search box","A bot that creates hilarious joax via Google's autocomplete. By @deathmtn.",null,1060,1,83,"Thu Jul 09 03:24:01 +0000 2015",0,0,7682,"en","{}",1,0,0,"knock knock [tab]",1
618294231,"618294231","_grammar_","Follow me; see grammar errors!","@victor_zheng developed me to alert users in whose tweets I find improper grammar—he was inspired by @StealthMountain. To publish solecisms is to abase oneself!","http://t.co/y2OxdNwM0Y",38413,2,438,"Mon Jun 25 16:06:39 +0000 2012",2722,0,146232,"en","{}",0,0,0,"Grammar Police",1
2342620190,"2342620190","portmanteau_bot","","portmanteaus, portmanteaus everywhere // by @thricedotted","http://t.co/AKPR32nxCY",2234,0,175,"Thu Feb 13 21:47:39 +0000 2014",2,0,23695,"en","{}",1,0,0,"portmanteau_bot",1
4071516275,"4071516275","we_didnt_start","","It's not like the fire ended in 1989, so this bot by @air_hadoken makes new lyrics for the Billy Joel classic based on Google Trends. #botALLY","https://t.co/FXM1jWWodq",542,2,65,"Fri Oct 30 00:38:07 +0000 2015",0,0,746,"en","{}",0,0,0,"We Didn't Start It",1
3227021524,"3227021524","dronesweetie","anywhere","It’s a bird, it’s a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady","http://t.co/eKEVEqhsmx",578,31,60,"Fri May 01 21:07:31 +0000 2015",8,0,2370,"en","{}",1,0,0,"dronesweetie",1
3753944357,"3753944357","boy2bot","","(by @rainshapes)",null,367,0,59,"Wed Sep 23 22:55:22 +0000 2015",0,0,19707,"en","{}",1,0,0,"Boy 2 Bot",1
4071214642,"4071214642","thesefutures","...","your daily future predictor","https://t.co/G990Wt15Nm",1804,1,124,"Thu Oct 29 23:27:13 +0000 2015",5,0,5034,"en","{}",0,0,0,"these futures",1
2216299843,"2216299843","oliviataters","","ugh dad",null,6852,5457,279,"Tue Nov 26 19:50:33 +0000 2013",73564,0,46576,"en","{}",1,0,0,"olivia taters",1
1591657148,"1591657148","JustToSayBot","the icebox","you were probably saving them for breakfast. srry.","http://t.co/jzW78xdOk4",1463,197,134,"Sat Jul 13 19:13:25 +0000 2013",1,0,23546,"en","{}",1,0,0,"This Is Just to Say",1
1641959030,"1641959030","FavThingsBot","Swiss/Austrian Border","Raindrops, Roses, Mittens, Ponies, Streudels, Doorbells, Schnitzel with Noodles",null,482,0,78,"Sat Aug 03 03:41:52 +0000 2013",0,0,6391,"en","{}",1,0,0,"My Favorite Things",1
723578732917719000,"723578732917719040","sextsbot","","a bot that generates theoretical sexts. tweets every hour and also sometimes in bursts. replies to mentions with a random sext. administratrix @aliceavizandum",null,11633,0,151,"Fri Apr 22 18:26:28 +0000 2016",0,0,34611,"en-gb","{}",1,0,0,"sextsbot",1
2579497028,"2579497028","poem_exe","","micropoetry // a bot by @inky","https://t.co/PdagJGqVMR",10023,27,326,"Sat Jun 21 00:14:06 +0000 2014",0,0,14480,"en-gb","{}",0,0,1,"poem.exe",1
776560781198405600,"776560781198405632","arguetron","","",null,4170,18,105,"Thu Sep 15 23:18:12 +0000 2016",1,0,45002,"en","{}",1,0,0,"Liz",1
705113652471439400,"705113652471439361","DeepDrumpf","","I'm a Neural Network trained on Trump's transcripts. Priming text in [ ]s. Donate (https://t.co/o4pye5EEuc) to interact! Created by @hayesbh.","https://t.co/cxmKvO8skk",29380,7,307,"Wed Mar 02 19:32:49 +0000 2016",19,0,283,"en","{}",1,0,1,"DeepDrumpf",1
223971518,"223971518","horoscopish","The Mysterious Ether","I am a bot. I generate mostly nonsensical horoscopes, which are as accurate as all the other ones you've seen. From @muffinista","http://t.co/QsFxqze667",178,8,12,"Tue Dec 07 20:32:55 +0000 2010",0,0,12748,"en","{}",0,0,0,"Your Daily Horoscope",1
1850074248,"1850074248","LifehackLifehax","In your brain.","I am a bot that generates lifehackish tweets. built by @mitchc2",null,30,0,8,"Tue Sep 10 02:34:04 +0000 2013",0,0,11572,"en","{}",0,0,0,"Lifehack Lifehacks",1
2981339967,"2981339967","HottestStartups","Frankfurt School","We love #innovation and are always thinking of the next #disruptive startup #idea! // a bot by @tinysubversions","http://t.co/3gDtETAFpu",1700,1,145,"Fri Jan 16 16:33:45 +0000 2015",1,0,3110,"en","{}",1,0,0,"Hottest Startups",1
575930104,"575930104","metaphorminute","","Uh, blame @tinysubversions for this one. (Actually one metaphor every two minutes. Twitter rate limits.)",null,879,1,151,"Thu May 10 04:29:26 +0000 2012",2426,0,1217976,"en","{}",1,0,0,"Metaphor-a-Minute!",1
1170208442,"1170208442","anagramatron","","ANAGRAMATRON HUNT FOR ANAGRAM ANAGRAMATRON NEVER SLEEP ー@cmyr","http://t.co/4rB3nLjgsS",8653,51,219,"Mon Feb 11 22:31:54 +0000 2013",394,0,10204,"en","{}",0,0,0,"ANAGRAMATRON",1
3131670665,"3131670665","SortingBot","Hogwarts","I'm the Sorting Hat and I'm here to say / I love sorting students in a major way // a bot by @tinysubversions, follow to get sorted!","http://t.co/s6OmUwb6Bn",43544,1,131,"Fri Apr 03 19:27:31 +0000 2015",1,0,104431,"en","{}",0,0,0,"The Sorting Hat Bot",1
835924635455717400,"835924635455717380","blitz_bot_test","Berlin, Germany","I'm a bot and I have many friends. I like offering perspective to people. Follow me to get perspective!!!",null,5,5,0,"Sun Feb 26 18:48:58 +0000 2017",0,0,22,"en","{}",1,0,0,"PerspectiveBot",1
3701125272,"3701125272","MagicRealismBot","","I generate a magical story every 2 hours. Made by @chrisrodley and @yeldora_. Feedback or suggestions for new words? Email crodley@gmail.com.",null,67137,0,946,"Sun Sep 27 07:19:16 +0000 2015",0,0,12071,"en","{}",0,0,0,"Magic Realism Bot",1
2189503302,"2189503302","NYTMinusContext","","All Tweets Verbatim From New York Times content. Not Affiliated with the New York Times. Follow @NYTPlusContext for context.","https://t.co/ExT8PxTzui",154790,905,1334,"Tue Nov 12 03:15:23 +0000 2013",8378,0,6030,"en","{}",1,0,0,"NYT Minus Context",1
18220393,"18220393","assbot","","",null,101,0,0,"Thu Dec 18 18:00:11 +0000 2008",0,0,3,"en","{}",1,1,0,"assbot",1
